mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test,fold_number
0.3987201907795197,3.0760927468130297,0.34227408257793446,3.0760927468130297,0.7797368603985283,,1
0.3225381597915252,2.7002935380861666,0.24952079641312075,2.7002935380861666,0.8544812448828429,,2
0.5386255172516258,0.5491621658136205,0.4747388691682124,0.5491621658136205,0.6868908368323934,,3
0.5969458981533549,0.690368351178646,0.5331473009667215,0.690368351178646,0.6520399121083302,,4
0.49923995442734226,0.5634358567145533,0.350382013739416,0.5634358567145533,0.6934277210002877,,5
0.4268130271305692,0.5156571938025026,0.283223216436181,0.5156571938025026,0.7783015759658275,,6
0.3389415274707533,1.7031575568455786,0.22670665942567658,1.7031575568455786,0.8226240403721936,,7
0.6277809064006815,0.15413524995476868,0.5258100755266246,0.15413524995476868,0.6521259621371929,,8
0.5027316247111698,0.7402986291988455,0.4161581119401143,0.7402986291988455,0.7388424939041249,,9
0.668418628570028,0.1378568379658296,0.4952659513721248,0.1378568379658296,0.5619516430144285,,10
0.3638554085378736,1.7645794182243995,0.2616887282732314,1.7645794182243995,0.788742274676609,,11
0.6142717201726119,0.6607058223273423,0.4031922060118074,0.6607058223273423,0.6072367630427107,,12
0.6744731088020472,1.1377442263768345,0.4929812560722868,1.1377442263768345,0.5343446213243042,,13
0.6136115221507042,0.9804947467811531,0.41057328955015415,0.9804947467811531,0.5471000564882723,,14
0.2934640679373277,2.3834802615608064,0.22277371561544745,2.3834802615608064,0.8846300232138857,,15
0.3679167965756462,0.8392476361257525,0.23233663499729135,0.8392476361257525,0.8420388675841142,,16
0.4618097199474688,1.9198153973170553,0.34805150038647037,1.9198153973170553,0.7218172402743428,,17
0.5959529491821767,0.8619825798172986,0.4746836899044675,0.8619825798172986,0.6681139016900604,,18
0.3464597693130208,1.4903060193902482,0.2389735311279062,1.4903060193902482,0.8611528150984291,,19
0.5000346845629448,2.236013490072394,0.39184462414851584,2.236013490072394,0.7384079493364145,,20
0.6924164784270409,0.16738782611462977,0.5543955155734797,0.16738782611462977,0.5411241651579959,,21
0.6701385599769042,0.5964097253114098,0.5059396493910349,0.5964097253114098,0.5618670177711143,,22
0.6093696836611877,1.9424312898898146,0.4309899436129322,1.9424312898898146,0.5708186896974462,,23
0.6721034817263939,1.6667982348089605,0.5023403786391448,1.6667982348089605,0.5615068671057507,,24
0.3544390698190677,1.5049789273248213,0.13756462060301078,1.5049789273248213,0.7964189322262135,,25
0.4288227954081886,0.03527745168339447,0.23949137613925564,0.03527745168339447,0.7693513100664238,,26
0.7170997376244247,0.7464689479845101,0.5316100887390189,0.7464689479845101,0.5290415582517378,,27
0.5118268216118906,0.6901817896893103,0.41228754349679364,0.6901817896893103,0.7204052931428566,,28
0.5364410221443692,1.1676201031823323,0.3902101132811584,1.1676201031823323,0.6844128890674902,,29
0.6840776751346234,0.575215065557924,0.5155580023974513,0.575215065557924,0.5254478050397531,,30
