f_id,i_id,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_25,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.mmce_qda_25,ela_level.mmce_qda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.ratio,ic.eps.s,ic.h.max,ic.m0,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,nbc.nn_nb.sd_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1,1,0.007608595272436247,0.04434383134641211,0.03846357025129798,0.04135269291192742,0.005774727431380063,0.05084947578895065,0.016686074359111173,0.04763554160230676,-0.004961947636659662,0.023625954550925646,0.00444404648812456,0.0442894523525443,-0.01872562414758408,-0.004887901205586878,0.05283365901478482,-0.01748318815624478,-0.007659597802999771,0.02777064090703332,0.03718519404610465,0.04266899200337289,-0.007464203301351344,0.007729966466641758,0.06123685815248536,-0.0040243819291159305,0.026922574756886593,-0.0033620490560097656,0.003973505032533032,-0.00152311015181275,-0.0028767660181880195,-0.03151010957539363,0.014147324362487796,0.02890648437388608,0.1177761608589627,0.07001701265598673,-0.005513931843764902,0.001702312529582981,-0.0030924542326707374,0.02800620386804284,-0.0008152962963001306,0.00709993724759892,0.06737857583569143,0.02532177982786617,0.17905780562345078,0.033589986025868095,0.02353070923645664,0.007992103973042609,0.03667160886982918,0.0890395919633062,0.029248444994789118,-0.0045115222625727305,0.12710049595885783,-0.009076381347402825,0.012948888566028851,0.056249861408784914,0.02448687654710926,-0.0030736990784107437,0.016139668456666895,0.013895694289673539,0.006286781928564376,0.015001882461423638,0.02673088471370335
3,1,0.0027802672997344216,0.02963968192894234,0.041130933147238986,0.024121653029377518,0.007380820336584884,0.03599604344710345,0.0048567012937525845,0.04058527403963749,-0.002125122370099118,0.008486952089925802,0.024293047810885496,0.01548929550006317,0.01846932510616158,0.013394464226184332,0.03440270807809575,0.013225232875552216,-0.0019742325544436163,0.028902553764723286,0.0036145057623944293,-0.001705980516521341,-0.00944639769058621,0.004976284538235213,0.008081257824927218,0.009915653397607117,0.019093428197994623,-0.004927450408289515,-0.0010280583458196898,-0.006772786756917908,-0.0010909868047445015,-0.013394878309859682,0.0107016354488032,0.0036881169034027874,0.036576539694705125,0.05441349274888665,-0.006139088050047214,0.0006320395870957859,-0.014247295873766361,-0.008847745464737065,0.004198995111866954,0.021800579480261015,0.028990569891387246,0.012257379802871692,-0.010593338760177068,0.020431826184700772,-0.01826826891517279,-0.01129550120647681,0.03327587770743661,0.048622587590692684,0.030602246010685084,0.02209912422416125,-0.03379999416056072,0.02502596225915828,0.0037763871647634693,-0.0474688523509851,0.015005621440542459,0.008409074985993773,-0.006936311245880529,0.012528400884991117,-0.0037245757582794747,-0.008117026372534792,0.018852711245188815
4,1,0.005604513763118728,-0.02361043871560164,-0.05881066083035001,-0.016449529136174514,0.001862237087250735,-0.06621212762754554,0.004500221913498629,-0.08018904466730838,-0.005864841749172256,-0.01302024752131597,-0.03521391265421543,-0.022407715798224422,-0.024378079013557118,-0.027153666747389033,-0.05082788179792889,-0.016740011474095647,0.01575642541372328,0.022199258107403228,-0.0034576615817039262,0.02006096159070203,-0.011883423742142789,-0.007680716164146943,-0.01172803802554639,-0.005870093151130032,-0.006319315365831441,0.004625847894281053,0.008394243285527939,0.0007159823013618452,-0.0033482153538118677,-0.00944920668939028,0.00702629860587322,0.0019536077278134566,-0.006267658840716414,-0.04216300477325866,-0.00022675194044787276,-0.003698671941936856,0.0050422448570936924,0.006864851584602631,0.0049088025469571465,-0.004550537959852385,-0.002341911653060608,0.010221483486569847,-0.042401076508980076,0.04347635724914149,0.0039634041911162125,-0.005245409003990071,0.01162598201941584,-0.009873004131484923,0.024178140130904104,0.009946632168915967,0.011794994198789242,-0.027678797773408887,-0.04250077829671705,0.025236356740725,-0.038087065516777506,-0.05824043910999342,-0.006239309387285071,0.012459477343698195,-0.004679931766339954,0.008012995556439253,0.023806525629711528
5,1,0.0023444931926456646,0.024834919884579983,0.030892966622322743,0.022195773271786342,0.005587114341756853,0.03035279707202167,0.008219069587578455,0.02843051079041122,0.00022026819201331196,0.013410829178736611,0.011688319955191082,0.001713453899799264,0.019763110123255805,0.012698859918299735,0.03471111109192619,0.009742401951943458,-0.01491082838189164,-0.009272050979958335,-0.012780092896234885,0.0002423965456418671,-0.0007417905298424748,-0.0025755876155804758,-0.02028148722016784,0.002325962725239166,-0.023236419997593065,-0.008522369779958502,-0.0003486589677246803,-0.008409739746543798,-0.0012683473947880742,0.00713162489091275,-0.05509731215205688,-0.024780920394781927,-0.028083709369508048,-0.025888461505393544,0.003172973818215347,-0.0011292605550038699,-0.006766697293467088,-0.02692813898170647,-0.0033599527800544184,-0.006582645764828693,-0.046272969656285266,-0.021752655106578762,-0.04822061055633574,0.023367823438847583,0.0015138898551709293,0.004847973339890357,-0.045255249654148504,-0.024119698514228433,-0.07825755734485569,-0.034611181508423315,-0.055260796915887665,0.005448022791091084,-0.014433250878088093,-0.032590870906634296,-0.03751748718296102,0.016879320757176734,-0.008436348115885218,-0.0275067295898777,0.008334612760826551,-0.005830511398022031,-0.05204354916830765
6,1,0.002237429590963476,0.02637360889943373,0.029741941628007168,0.0008477726747015083,0.003251975724442382,0.018239374765847412,-0.006897250457210236,0.020824359422197042,0.0029481563219820295,0.011238683717055137,0.0263302068040854,-0.009890143498309847,-0.008109223055985007,-0.001674590605444825,0.015570517227336156,0.006787351137051925,-0.03399551870279803,-0.010529262630540864,-0.033761340835434465,0.0005029927461624578,-5.513723511480813e-05,-0.0006637109511788654,-0.023283639828417073,0.00039693383018402344,-0.008090530523055998,-0.0064166516432259315,-0.0008192507374109681,-0.010022560574009975,-0.0014246039221637065,0.00690014246653261,0.011085691967640374,-0.035177315367823966,-0.028507562075826706,-0.03578549352197548,-0.01250141957315671,0.00018963461310776366,0.005502768075989078,-0.0015255199397389099,-0.004679078335875759,-0.009729645077276567,-0.05291045453955838,-0.020866618787623525,-0.050299645410538496,0.023226943888326346,0.0006429256403604248,0.0019522296588296096,-0.05420662085960675,-0.026338027347802186,-0.08656914576259844,-0.038081232909040315,-0.034728287435674264,0.014070359036781974,-0.040536581199284855,-0.04207027757635671,0.002708643639238531,0.01662363072602753,-0.008395867352694195,-0.019650457535488344,0.0053791026715409845,-0.005896415015245248,-0.03909748753150684
7,1,-0.013825907770626573,-0.07471792921658564,-0.10351112992043233,-0.015406726359453749,-0.027485868483624946,-0.12034390584020828,0.0008545887534736039,-0.09180030342929205,-0.006041002326720163,-0.03466546074051336,-0.06386319900317478,-0.05901608863341035,-0.017260491841784478,-0.011846653476880836,-0.059056014090667124,-0.01641434459785943,-0.039380043351884955,-0.022952292119904284,-0.02895444255524273,-0.007951308872823706,-0.0007689240185500912,-0.0023466657408207827,-0.011147245467129486,-0.00713419378737219,-0.014720641662772723,0.0031792828385694386,0.004888183267805406,-0.0020041453045861494,0.011588007958924647,-0.010349580921071092,0.0042993905567873065,0.00182265228300051,0.001882962417956469,-0.05349620094433882,-0.0022686219910344743,-0.0036316879491368713,-0.004593047634851995,0.0067669636833030955,-0.0026845928760214238,0.0109428805883794,-0.02563601037886084,-0.017276060778805075,-0.011287540436024136,-0.0900536764505467,0.008594540694262649,-0.0033597876547603153,-0.03142418767730271,-0.04549375801745695,-0.03857975109629505,-0.03793665497733451,0.01847132982978023,-0.03643954623641701,-0.04269052802584698,0.009169517119091534,-0.04965546008276082,-0.06933743409186001,0.005957766933130556,-0.0121343369493887,-0.001566787176806408,0.0037064386341530238,-0.04231712545342359
8,1,-0.011044652514380152,-0.02944397522980709,-0.09759785417090087,-0.005965868611206021,0.0030905851499833147,-0.04135081628521524,0.0008899070471634414,-0.06735749326367477,-0.004339999130689883,-0.03454259893276126,-0.05272341423197852,-0.04194142692662104,-0.016276575923791153,-0.011017714273373348,-0.04687696956037065,-0.013990774173196805,-0.033261951628708986,-0.021007108074751694,-0.02386585939779541,-0.0017848011669695616,0.0035078162708360545,-0.0011802797398362914,0.002864055157622009,0.005920674120698909,-0.007929484589969425,0.004920915057011968,0.0006958043555545291,0.0024009753425001607,-0.002102270768079537,0.005334913138854751,0.004625229941325199,0.0013222600012113331,-0.014439620966866063,-0.040737003783633555,0.003727290656422285,0.001100392513958971,0.00386678664815998,0.006000940185430254,0.002468944494951089,0.01992908895403635,-0.017547874285724917,-0.02149394188798381,-0.03517857329072092,-0.06132659628455591,0.01344107389810943,0.003460472686468916,-0.028202431238251748,-0.02098268630640573,-0.04564611841815616,-0.035248205551292,-0.025536458705389665,-0.005950789862243587,-0.010635031152290395,0.023072644208533836,0.023173381544510565,-0.0019824573886704144,0.0077437184600924825,-0.023673006953026574,0.009918463115138712,0.00787677156907219,-0.036575820362754155
9,1,0.0041436200769351325,-0.02939766702225723,-0.07449410101097337,-0.012871347836941709,0.002977860414657801,-0.04859060223899085,0.00016662797272959926,-0.0697196109318358,-0.004339999130689883,-0.001129548731021226,-0.05485603023693997,-0.0431979972683567,-0.017338068163662262,-0.011017714273373348,-0.04590615133548717,-0.013605017405066453,-0.03552564728120449,-0.025614604695843677,-0.027004568870768186,-0.0017848011669695616,0.0019037884994091633,-0.0054550448782027874,0.004421575454999051,0.000559182075459831,-0.004607869397455902,0.004123692216290036,-0.0025889026442049707,0.002377282719707858,-0.002102270768079537,0.014263517842965548,0.007645412961969061,0.0003271693608113729,-0.0103985927642668,-0.04071456631036712,0.004342974582677032,0.00651272200868871,0.0038118977639383903,0.004613650448967542,-0.0006383068263179329,0.005550418759624923,-0.011770014946511602,-0.01573420258505847,-0.03522550225000105,0.03860416071580934,0.01467376125162947,0.0033472864953713126,-0.02883752990751951,-0.012471440892493236,-0.0436369433750999,-0.03879756441358052,-0.0210767257854605,-0.003106506141243022,-0.013950686370818196,0.03221459928860308,0.0047542137607245166,-0.0008612148480761109,-0.008152584977673981,-0.021285115138071846,0.00013165720121407262,0.0063556564070111135,-0.04399265163431583
10,1,0.0023444931926456646,0.028895434544107278,0.036696379167813646,0.022581805852673647,0.005587114341756853,0.03546300042290762,-0.0030962545022708027,0.04593117433084169,0.0003826041324993183,0.015541165980194723,0.011806681096429739,0.00590228569544557,0.014907039853009339,0.0013370302491565167,0.04116483973231437,0.004112240287190361,-0.02503571636032225,-0.008524286201121169,-0.010394365852407283,0.0006255663450128685,-0.001700967218463287,0.0046113811473963645,-0.020510462515458714,-0.0021775600580743017,-0.005706483772385003,-0.0048885769634868115,-0.0013009925378541934,-0.008307823783818589,-0.0015251786774488772,0.008389418202224639,0.012118248380248005,-0.02546205294211267,-0.029446224509315777,-0.026503027909593233,0.004429264983136196,-0.0004936516821123839,0.003011388969455065,0.007716931058083077,-0.004679078335875759,-0.0033407281195138795,-0.00013054272777218788,0.008036429290553431,-0.043331524523634035,0.028870320091476668,0.017565759303944706,0.0014422819768342438,0.013015125794318499,0.008264051276162695,0.01778991365351782,-0.032830358878959666,-0.034012680999488856,0.009202877973217827,-0.020486119340827214,-0.03438848304868888,-0.03807485573286198,0.017723910854954058,-0.004348385417076326,0.014736300930661281,0.006499056060772191,0.010415173907214269,-0.0005931972078288862
11,1,0.004040468151867026,0.02443148150500725,0.039162229835785704,0.022581805852673647,0.005587114341756853,0.03597151766388873,0.007382492596505188,0.054032469554465126,0.0003826041324993183,0.021884694512688384,0.039193526291938424,0.010552101894928466,0.020930742636816622,0.019231449554575758,0.04993331802682759,0.00943738217227893,-0.013497491557793253,-0.00502502026932587,-0.010394365852407283,0.0008526438185529376,0.015265110995829546,0.004909601101061866,-0.020510462515458714,0.012992884780267607,0.01120677825379559,-0.0048885769634868115,0.0006443817482619657,-0.010405266015844041,-0.0015251786774488772,0.009538474075306759,0.014013231813337019,-0.022856445200520315,-0.030613710343078818,-0.024660893521298632,0.005702221321728058,0.010654851999493972,-0.004254936259666936,0.002662341943298358,-0.005885337986980682,0.010125066312720823,0.0047507216284839345,0.010466493347714047,-0.039554199816097604,0.029909099109329044,0.004762390273633623,0.013142620308302919,0.02826470336823382,0.00841694960176798,0.039582686090914795,-0.032990738152653507,-0.030913109030616497,0.028293329896318553,-0.002453316249713174,-0.022382565397638336,0.022092301420722615,0.03454748649062218,-0.004348385417076326,0.01872747352350848,0.015328017343613087,0.04728396781961007,0.030204773877386903
