feature_name,feature_importance,rank
disp.diff_median_25,0.10000331112918345,1
ic.eps.ratio,0.08313443058761161,2
ela_level.mmce_lda_25,0.0827933227413916,3
ic.eps.s,0.07777821862903748,4
ela_meta.lin_simple.intercept,0.06978615686619795,5
pca.expl_var_PC1.cor_init,0.06467067326377114,6
ela_level.qda_mda_25,0.06402681810103492,7
ic.eps.max,0.061732550123134666,8
ela_meta.quad_simple.cond,0.056883393727816874,9
pca.expl_var.cov_init,0.05279073227718054,10
ela_meta.quad_simple.adj_r2,0.046743741126517906,11
disp.ratio_mean_10,0.045798782165584154,12
ic.m0,0.0403472222841252,13
ela_meta.lin_simple.coef.max_by_min,0.03599543088448563,14
ela_meta.lin_w_interact.adj_r2,0.030408652430436632,15
nbc.nn_nb.cor,0.02883222785614459,16
ela_level.lda_mda_25,0.028524775063619324,17
ela_level.mmce_mda_50,0.027704319401292282,18
ela_level.mmce_mda_25,0.02697323967933094,19
ela_level.mmce_qda_10,0.019018782941209376,20
ela_level.lda_mda_50,0.016226795179755914,21
ela_level.qda_mda_10,0.00893064298390256,22
ela_meta.quad_w_interact.adj_r2,0.0,23
pca.expl_var.cor_init,0.0,24
nbc.nn_nb.sd_ratio,0.0,25
ela_meta.lin_simple.coef.min,0.0,26
pca.expl_var_PC1.cor_x,0.0,27
ic.h.max,0.0,28
ela_meta.lin_simple.coef.max,0.0,29
nbc.dist_ratio.coeff_var,0.0,30
ela_meta.lin_simple.adj_r2,0.0,31
nbc.nb_fitness.cor,0.0,32
ela_level.qda_mda_50,0.0,33
nbc.nn_nb.mean_ratio,0.0,34
disp.diff_mean_02,0.0,35
ela_level.mmce_qda_50,0.0,36
ela_level.mmce_qda_25,0.0,37
disp.diff_mean_10,0.0,38
disp.diff_mean_25,0.0,39
disp.diff_median_02,0.0,40
disp.diff_median_05,0.0,41
disp.diff_median_10,0.0,42
disp.ratio_mean_02,0.0,43
disp.ratio_mean_05,0.0,44
disp.ratio_mean_25,0.0,45
disp.ratio_median_02,0.0,46
disp.ratio_median_05,0.0,47
disp.ratio_median_10,0.0,48
disp.ratio_median_25,0.0,49
ela_distr.kurtosis,0.0,50
ela_distr.number_of_peaks,0.0,51
ela_distr.skewness,0.0,52
ela_level.lda_mda_10,0.0,53
ela_level.lda_qda_10,0.0,54
ela_level.lda_qda_25,0.0,55
ela_level.lda_qda_50,0.0,56
ela_level.mmce_lda_10,0.0,57
ela_level.mmce_lda_50,0.0,58
ela_level.mmce_mda_10,0.0,59
disp.diff_mean_05,0.0,60
pca.expl_var_PC1.cov_init,0.0,61
