mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test,fold_number
0.23573360610330257,0.5280105639142345,0.18989249029639366,0.5132268996513918,0.936714271664592,-265646.6363127868,1
0.20045360429259615,3.5613356833220435,0.12420618914046111,3.5219260571221493,0.9444182144774709,-239.55755543839103,2
0.2190472810441993,0.16048698097461203,0.1654202049712745,0.1540776488263811,0.9456946613895876,-96.02759206747206,3
0.08205544761917634,0.06760505377808776,0.0294926679960546,0.06599443549084794,0.9830240624019811,-16.667956535292593,4
0.2189119546414601,0.03647151119908669,0.15404483862562734,0.02930652783632881,0.9375535212987441,-0.7851165685284878,5
0.20670571402073235,0.33420265966390333,0.1406976620618423,0.302637794500368,0.9475826895268441,-62.758343888911824,6
0.19562387035865067,0.6434735579886343,0.14315252561033387,0.5876286361652574,0.9526475490090641,-22.403006368623213,7
0.23175005611210492,0.06339774370200542,0.17618265026466917,0.07374622500605299,0.9314215587598411,-0.25498302228411074,8
0.19569637564161652,0.7642169075433615,0.15745119965094734,0.8054280053615517,0.9529358530701091,-58.70676446010142,9
0.07011327516224065,2.8070413395486513,0.043194117685304456,2.8896256222041474,0.990278955147114,-1249.4747785265124,10
0.06122695764853881,1.4506491648169864,0.05014558885165765,1.2381043212144358,0.9953107565396754,-2226.4611059730955,11
0.21541310154980964,3.4896655484022183,0.1291821247278293,3.397697549665312,0.8325077915217534,-143.2442786721651,12
0.10130192436330254,0.3820447991186561,0.08129018614049592,0.37269454863411844,0.9872377208936803,-9.181774638058712,13
0.19898890960820245,1.1890065336932532,0.1612479776261988,1.3688103985732576,0.9513345961109696,-10555.66694357146,14
0.2184108065595354,0.10869877230548934,0.16599513351318593,0.12176724476304868,0.9480047994455545,-11.132971111332116,15
0.07706253469895726,0.6178120834928549,0.04335154697459763,0.6251004067891284,0.990413526331569,-759.1260958341896,16
0.21973902069586945,0.23379299570253959,0.16668232474545322,0.211430495268649,0.9445782938456257,-6.637305199440085,17
0.21122660792956383,0.44875046069594776,0.17202566559239518,0.40098861479527825,0.9508657989516874,-10.876574796465919,18
0.21781565786252888,0.029259099462901728,0.1872072979888042,0.036281829221841755,0.948847944846362,-11.62634957935567,19
0.10807978286123651,1.1401004223101576,0.08542439427430065,1.1336101296237124,0.9845754488940633,-28601.84800821752,20
0.22050911126890754,0.21121590575518273,0.17542492442157243,0.21542840005755948,0.94683729600217,-9.70101154269314,21
0.2195912639751374,0.0995765444956083,0.17912683761926607,0.07503053485137556,0.9463895151241446,-0.008440839235828612,22
0.08677309755713937,0.6249626966127358,0.04579622478650025,0.6214719919081022,0.9862704565030069,-5042.639573470153,23
0.20904777530729518,1.3083839723480337,0.17258098168846192,1.3055352510383997,0.9524632443457767,-16554.290418120963,24
