feature_name,feature_importance,rank
ela_meta.lin_simple.coef.min,0.4418221683954259,1
ic.eps.max,0.4085991037134148,2
ela_meta.quad_w_interact.adj_r2,0.16951782217496011,3
ic.eps.ratio,0.09537602305917868,4
ela_level.lda_mda_10,0.06264394316756405,5
ela_level.qda_mda_10,0.05022315663131509,6
ic.eps.s,0.043992508525261036,7
nbc.nn_nb.mean_ratio,0.03383961852444627,8
nbc.nb_fitness.cor,0.021664705226395686,9
nbc.dist_ratio.coeff_var,0.018550535112209013,10
disp.diff_mean_10,0.017378385955143266,11
ela_level.lda_qda_10,0.016781634514515285,12
ela_distr.kurtosis,0.016506013570501448,13
ela_meta.lin_simple.intercept,0.015785072495657373,14
ela_level.mmce_lda_50,0.014287652333198297,15
ic.m0,0.013071059950729018,16
ela_level.mmce_qda_10,0.0123735595678013,17
ic.h.max,0.012348445387176266,18
disp.diff_median_10,0.00876117341223592,19
pca.expl_var_PC1.cor_init,0.008101492943024318,20
ela_distr.skewness,0.007979217576194172,21
disp.ratio_median_05,0.007473878508777737,22
ela_level.mmce_lda_10,0.007174243263557816,23
ela_level.mmce_mda_10,0.006877475067552071,24
ela_meta.quad_simple.cond,0.006750754577112783,25
disp.diff_median_05,0.006714540297389453,26
ela_meta.lin_simple.adj_r2,0.006004302596517416,27
ela_meta.lin_simple.coef.max,0.005720995255495031,28
nbc.nn_nb.cor,0.00564849282215158,29
ela_level.qda_mda_25,0.005571090858185534,30
ela_level.lda_mda_50,0.005519823362481923,31
ela_meta.quad_simple.adj_r2,0.0048458051119417925,32
disp.ratio_mean_10,0.004569837747370687,33
ela_level.qda_mda_50,0.00432296952294125,34
ela_level.mmce_qda_25,0.004175385683933494,35
ela_meta.lin_w_interact.adj_r2,0.004053032480586654,36
ela_level.lda_mda_25,0.003737494711952431,37
ela_level.mmce_mda_50,0.0036617461948531453,38
pca.expl_var_PC1.cor_x,0.0034308599958615587,39
nbc.nn_nb.sd_ratio,0.0033753727163648053,40
pca.expl_var_PC1.cov_init,0.0029468755581593667,41
disp.ratio_mean_02,0.002676896795335695,42
ela_distr.number_of_peaks,0.0026165420450440656,43
disp.diff_mean_02,0.0022968602823550044,44
ela_level.lda_qda_25,0.0019239737589201564,45
ela_meta.lin_simple.coef.max_by_min,0.0016664356033561326,46
disp.ratio_median_10,0.001536515314887953,47
ela_level.mmce_qda_50,0.0012987755821599457,48
disp.diff_median_25,0.0012355552904175806,49
ela_level.lda_qda_50,0.0011623357281512281,50
disp.ratio_median_02,0.0011384842018912576,51
disp.diff_mean_25,0.0009712393739414222,52
ela_level.mmce_lda_25,0.0009058723737941848,53
disp.diff_mean_05,0.0006355980632073334,54
disp.ratio_mean_05,0.0006245542805525731,55
disp.ratio_mean_25,0.0006171986820286025,56
disp.ratio_median_25,0.0006082814276195352,57
ela_level.mmce_mda_25,0.0005478610431367022,58
disp.diff_median_02,5.793654390276643e-06,59
pca.expl_var.cor_init,0.0,60
pca.expl_var.cov_init,0.0,61
