f_id,i_id,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_25,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.mmce_qda_25,ela_level.mmce_qda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.ratio,ic.eps.s,ic.h.max,ic.m0,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,nbc.nn_nb.sd_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1,1,0.008269276150201605,0.0010631249120875372,-0.0023210410772366522,0.0027690280525362572,0.01902527677535691,-0.0010788128550251212,0.0011931776888964192,0.0009894412165963313,0.011472736907286517,0.0010347032726129948,0.0013516648192740772,-0.00019459616549355653,0.00012764829677082757,0.0010262667397692574,-0.00045756447508248815,0.0024709472412830944,-0.0178714319774341,0.00034883426325130803,-0.0012252751295075979,-0.01619999876851518,0.011641338775272481,-0.0025283603746561246,-0.05775224865830382,0.0023161499249561204,-0.0032442504360749437,-0.00015537719673174288,-0.0010222398327159876,-0.0027240795000980033,-0.0009991555069182045,-0.0008829794804850668,0.0010984360311583582,-0.005857740079933641,0.002247651862017821,-0.008060782780893061,-0.05547804255804862,-0.00016079917841787524,0.0037322847995017163,-0.011174894881150227,-0.0008487997891710118,0.00031397196182673546,-0.3455768002414964,-0.0004245915226126985,-0.001219387722469592,-0.005548424874760253,0.0060758519597826355,-0.3019127288677479,-0.5072498043931292,-0.03187911286299625,-0.009767505966894952,0.0027618714770114962,-0.021040385265564218,0.02002982986362456,-0.00013235156464885012,-0.004095945876057317,0.02506049744643992,0.004606528718063981,8.046197600910501e-05,5.596875316812768e-05,-0.004650248144530544,7.07666925773022e-07,0.0004801192199411507
1,2,0.008077812256348873,0.0010940822883743892,-0.0014096544691406733,0.002417244528418545,0.019331857134471442,-0.0008965364521868657,-0.0009600384209583014,3.491226684713278e-05,0.00491983587586451,0.0007723950249417123,0.0013699593270484285,-0.00015918603090910244,1.099201846950806e-05,0.0004977912994710112,-0.0005060954158833925,0.000198851392410927,-0.01657668033357314,0.0010184023568461896,-0.0014211135659621516,-0.021692103342316013,0.010184994663424332,-0.0021093278241920512,-0.058283754419124444,0.002551921704441459,-0.003322413712136318,-0.0003702570773450921,2.011317326403619e-05,-0.0029994429526182353,-0.0010709829528138687,-0.0007196190103208328,-0.005498587757215513,-0.0052421501741406135,-0.005882078581720704,-0.009399146269336122,-0.05879821391355086,-0.0014343742015260074,0.0026135741084425674,-0.014436740974311107,-0.0006733842251904581,0.0034250167216146508,-0.3449152851551302,-0.0007370452788840757,-0.010140713270310204,-0.005588594346367452,0.005602969671616473,-0.2982361553331034,-0.49078156403130124,-0.028902996215339972,-0.009778216881875674,0.0026494774837505933,-0.01660961943119203,0.01279665535689429,0.00102130984849957,-0.0041941297463562845,0.00984876375556374,0.003691215807283199,8.93216099641368e-05,3.8347752896746674e-05,-0.0043499879538517,0.00041523765568889055,0.0006855360899344845
1,3,0.008308165018454527,0.0011011910023482792,-0.001368741536379525,0.00235921477776538,0.019927624461697654,-0.0008754972849407965,-0.000995537440511729,-0.00030209709364458534,0.006649673534851689,0.0007700589106310728,0.001359060160592785,-0.00022422829136950503,-3.039560277871813e-05,0.0003045695264368898,-0.0006254541558936017,0.00020052502407490256,-0.016813087729810012,0.0005722923031187298,-0.001408892040545887,-0.023435293002794896,0.011018574778417674,-0.0021315570125327588,-0.05758119212160998,0.0023564675375806923,-0.0032796904846923046,-0.00031398867283376566,0.0010961774099381993,-0.003405578623432965,-0.0010527056424124443,-0.0008753963178077884,-0.005469912778791134,-0.005307778256082523,-0.0059733796704937465,-0.008883667116169223,-0.05871755362647482,-0.0011899625482676814,0.003153696931518771,-0.0145380010201409,-0.0008528028436805698,-0.001518764893343926,-0.34568201168011214,-4.2956454005002904e-05,-0.01028612937667921,-0.005299158652312633,0.005651403354047418,-0.30046469781752383,-0.5010604822607668,-0.028639027051222912,-0.009851759607541812,0.002475546357513017,-0.016635488752504583,0.01945622509329067,0.0008542060052450619,-0.004311700386854595,0.019515141975332228,0.0037743182311800174,1.2321937679344477e-05,4.2559306142774444e-05,-0.004716938218092612,0.000314610635040244,0.000736167361191282
1,4,0.007983923304886746,0.0010164818833034005,-0.0014897063127503674,0.0027502151279332086,0.01985207178136397,-0.001031221769340087,-0.0009554027127132439,-0.00029073075933261003,0.0064648011694481465,0.0010761400279425128,0.0012968043392371793,-0.00017344403603154778,-0.00012988007843535638,0.00048139724141739427,-0.000608413064697854,0.0004102404412257481,-0.016910073343511592,0.0005256157856027415,-0.0014103095205112706,-0.02316415675615099,0.010986193652853615,-0.002116921243588448,-0.05744340481842577,0.002622751834542207,-0.0032178405186484445,-0.00017672974703030075,0.0016367993569487956,-0.0032272800368498117,-0.0009713305497674663,-0.0010673473510656043,0.0010163641818977612,-0.005038725289702985,-0.005555305395215095,-0.009398160078550506,-0.05796670853123041,-0.0011943078938260584,0.002967561898242098,-0.014750744108663078,-0.000862481446340695,-0.0015309888677874763,-0.34588452325952623,-0.00016328571194689862,-0.011048455993561341,-0.005691541842127759,0.0054438905616549975,-0.30071851880484335,-0.5124661992146983,-0.028740479676861348,-0.009849733341159605,0.0024341420059505892,-0.017625830389648437,0.019721491451350034,0.0004758425947111053,-0.004419908161045783,0.024376612019438474,0.004043330479629087,2.215623464227302e-05,5.42689741027839e-05,-0.0048171688530985815,-0.0007181585529818934,0.0003741782422725608
1,5,0.008030791459189718,0.0010591103054491359,-0.0015068445831380704,0.0029749646548437444,0.02008598904849488,-0.0010370958185462673,0.001357049841909101,-0.0002834407886003104,0.006487187328007712,0.0010722084165785551,0.001352483594943503,-0.0001597755829432333,-0.00017453360500386904,0.0005463611762287939,-0.00045813552762476043,0.0003611679511794409,-0.0172723598397373,0.0005390224535210716,-0.0013744715937549583,-0.023850324425504162,0.010883950934138412,-0.0021287056393682643,-0.05711525831968772,0.0026797041811183,-0.003237157248749792,-0.0001896655505600468,0.001663799349102352,-0.0031249064084895484,-0.0009583671691465783,-0.0010736461693871377,0.001400804720123305,-0.00510196699164809,-0.005522428612977202,-0.009375770878654117,-0.05814016130351625,-0.001229911064535318,0.00413060338407301,-0.01481730675037281,-0.0008680021314668503,0.0011829438648785194,-0.34553734633514777,-0.0002959095755122916,-0.011072211758426414,-0.005466451141186855,0.005517007518946936,-0.3041520358123168,-0.5162188508111413,-0.028709648093421372,-0.00980634983179509,0.002512717996881211,-0.018690076475776588,0.019897124036478,0.0005419333162901925,-0.004135832243326657,0.024170581373266258,0.004503269222523586,2.215623464227302e-05,5.596875316812768e-05,-0.00485288206031447,0.0003903123710318279,0.00037571556589431686
2,1,-0.011291190287101136,-0.004145864544233052,-0.003358636271534699,-0.007418430215265633,-0.015688329893544264,-0.005374842386018475,-0.003855216123381902,-0.0028562486037714894,-0.011688958102147517,-0.0019103088575971492,-0.005221163600638295,-0.0035081868516483195,-0.007240106786810973,-0.0032229162221234153,-0.003524328179474891,-0.008746754491857245,-0.010752882485544717,-0.0047545772228684575,-0.0024654117856931917,0.0014905989923775255,-0.05838086747173882,-0.0021150844675388867,-0.01825919939738908,-0.02479349808922223,-0.004744260705446303,-0.0012927985063741752,-0.00031775518660584457,-0.0014413211447094265,-0.00044242744071532536,-0.0007912922772191774,-0.01131068639458794,-0.0016837121800531893,-0.0024096096563768535,-0.0020202602347215264,-0.06284418218890388,0.0010850083966930054,-0.0037081303939346536,-0.009301694737087628,-0.004655517250333076,-0.0010936875787708588,-0.31373335833159316,-0.0045528917652448405,-0.0013680997975154374,-0.006499707490913997,-0.02148990537966046,-0.39943297702502406,0.23124281125624152,0.0208413220698454,0.05036634858104908,0.0008153812154266583,-0.014282087096159779,-0.01921938831169564,-0.0018847238043188301,2.135506094657995e-05,-0.020852225083201743,-0.004324512126764673,0.0002691312870042678,-3.781911821981074e-06,-0.0027159578788250047,1.9950239547528546e-05,0.0005456065183012749
2,2,-0.011643552504750403,-0.004554480587812335,-0.0041855062526339835,-0.007408185260022878,-0.016604038977606907,-0.00288580954775831,-0.0033662289837228044,-0.0040112998532547215,-0.01286932738082916,-0.0019016010678212932,-0.006317408305183911,-0.005626602315391476,-0.007061639464693949,-0.0035206712408227697,-0.0032327095504402882,-0.014708303815003298,-0.0118413931660558,-0.006411137647985154,-0.0023631687496354975,0.0022179351069899207,-0.06440880305695086,-0.006268925386690389,-0.001623120859261212,-0.025820723089044647,-0.0030919769722914134,-0.0004494689180060277,0.0011665225142701507,-0.0020456325980737432,0.00012565285132097657,0.0005178481742511476,-0.012740719954388673,0.0014277657149316544,-0.002655154476361101,-0.005372401379319944,-0.006471139748736982,-7.689484603424037e-05,-0.00913056697536296,-0.015691163907491236,-0.010890916013171074,-0.0007367947800904064,-0.3172635489621036,-0.005087855889889079,-0.0062629337031068506,-0.002474140195628001,-0.024386266094344012,-0.4190312964220309,0.20626120890243782,0.018902707382676718,-0.00721742243430621,8.066906476182017e-05,-0.006271050408813167,-0.023464467857004075,-0.0015736016949340114,0.00022694708535440195,-0.023403964876976796,-0.003979318590450786,0.00028417683330528016,-4.7887693272573566e-06,-0.006733770552237126,-7.358393112940187e-05,0.0005983471338302671
2,3,-0.01114976279997234,-0.0007121661751733273,-0.00020502794481478765,-0.006143728808182811,-0.012311779829269327,-0.0018133763446364238,-0.0031482519281385763,-0.0024557891620295516,-0.010745100893838427,0.0009607273791457616,-0.0053221412485146575,-0.00028381835692017443,-0.00596717187079422,0.0009710499027512132,0.000212344801758642,-0.0051284307824298265,-0.010053205367910123,-0.003993365836310252,-0.002250297930966645,-8.429382009425492e-05,-0.04474949926837497,-0.002324049913471052,-0.018002522386194913,-0.02205968045241818,-0.0022338977455819797,-0.0032145196555742103,0.001758726229961044,0.0017129941331100738,7.496947082681702e-05,-0.00014693652826528532,-0.008433001889494798,-0.0022589693963760886,-0.0018707206711945069,0.0008976928874075707,-0.05639618890320157,0.0005179491539518742,-0.003967105818721372,-0.007188946058879371,-0.004682899517239426,0.004634161118145234,-0.3055333029155161,0.0034315843780641695,0.001247034633376256,-0.005821345305115468,-0.02047201752186268,-0.3102235653678117,0.34960874578980555,0.036088140974046286,0.05163001385436609,0.0039430669066950275,0.006513356718547599,-0.014606172939258595,-0.006873157690759999,0.0010659804266074956,-0.015901167383448735,-0.003910866842391935,0.0002590897562478164,-3.151847296941609e-06,0.004693786061491572,0.0014864362262734154,0.0011112184674226182
2,4,-0.014388515814006063,-0.0011068898662066546,-0.0042061205388013315,-0.009845981871523083,-0.013932400128253171,-0.002747410229590953,-0.002997418632891481,-0.003453713195502363,-0.015435092543431835,-0.0018141128679870684,-0.007575649274614116,-0.004600986775157482,-0.007543025452674223,-0.0029535068840434698,-0.002868100580492933,-0.00926533681440708,-0.011651834913987464,-0.0036861559711593808,-0.0006136948749327795,-0.000602451669483144,-0.05490690481338285,-0.0008885438003789201,-0.018560166528488437,-0.020848806788567285,0.005918519032316872,-0.004116823338762799,0.0014523627491011073,-0.0016904082076828455,-0.00048048015737080566,-0.0004902759736334724,-0.012441209319728558,-0.0026510445161441326,-0.0029855730151882066,-0.005387412500579899,-0.06154137102106197,0.0007427556111255073,-0.007061031906931701,-0.001047958741536085,-0.00487395522620765,-0.004156705915464321,-0.3198206211424629,-0.0045477287918925125,-0.0012478610452267853,-0.005170489320698937,-0.02725513971979136,-0.3356511028594677,0.30382623246668417,0.024925678152611066,-0.008186637280281612,-0.00162855008595898,-0.017019829355636937,-0.019197177560394463,-0.0007278532971761561,-0.0008993984799080561,-0.026870887430387947,-0.0034077141553482547,-0.0001637878903740709,-3.0955712595679564e-06,-0.004967370088750207,0.0008485333286508426,0.00045744845473456213
2,5,-0.011573853446997942,-0.004151048450563426,-0.0020811515365875962,-0.007280829618118395,-0.01460085656273317,-0.005450867594467567,-0.002415307398053565,-0.00240252707532389,-0.010791249726458507,-0.0019418639121302277,-0.0035947264775727955,-0.003255122903495025,-0.00805987701579407,-0.002659859893065312,-0.0027887982399857464,-0.008587025688002242,-0.00912969770521077,-0.005208162890471442,-0.0019121857242296052,-0.00743141906086528,-0.05638175787333574,-0.0018083207350134988,-0.017988308549579765,-0.025233615671676528,-0.0031735185122981078,-0.0005922468610454119,0.0029437139745807374,-0.0014134457717227345,-0.0002915257049303145,-8.143975891424231e-05,-0.01158763180131519,-0.0023521514977307353,-0.0021849161991208755,-0.0022699941606847134,-0.05967519727654663,0.0013699505360553023,-0.003057658703099641,-0.008889133592892557,-0.004618217660361612,-0.0006710484348297064,-0.31231994332062757,-0.00017251339060577316,-0.0011491156396679406,-0.005475056773356074,-0.02147575019786053,-0.3912651011196715,0.2511350478027387,0.0217335958079909,0.051543958365855146,0.0006875472142838454,-0.0014509045732423163,-0.01895917065827834,-0.006749286877683005,0.0008742986642246382,-0.020031729900542285,-0.003878338104436088,0.0002616242875916133,-3.781911821981074e-06,-0.0025165482929811562,0.0003000404588514135,0.0010668544536033115
