mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test,fold_number
0.07756422417402727,0.30929927118947964,0.046497327648017395,0.3028591015458514,0.9919731305547197,-13.79044678178142,1
0.10489693099992833,0.2793251367364604,0.06923027385219671,0.3064630357885707,0.9846763440596467,-4.3283010377504905,2
0.061519637617331445,0.16655116126711378,0.025274816506492326,0.17750139718110458,0.9924535188404513,-70.02184548240257,3
0.09904398391530436,0.11612399258718367,0.0664284405738696,0.08216300536899857,0.9883945724592714,-5.530108378473562,4
0.06613304270493572,0.5359654980730271,0.031071948827884777,0.4964595892735939,0.9915305022464813,-43.45549305273626,5
0.09124568245516794,0.22345128228609554,0.05798098332933521,0.31212381259917765,0.9885923395777799,-4.21354170583323,6
0.1741357713542144,0.4927725496064431,0.11209593381133232,0.5782015362685227,0.9665503287374205,-263.646332655114,7
0.15803577791093343,0.5509892455093285,0.09933239129029792,0.6121009546165797,0.9707634489991994,-10.20399679652713,8
0.17703356067607162,0.3053493885975122,0.128012159622668,0.2852849255894183,0.9651607524477253,-7.999890609836234,9
0.18337695548148233,0.5893981814849496,0.12563068246373565,0.30083850540283485,0.9600775790410235,-151.1155883380343,10
0.1851150268941299,1.7199390769529201,0.13582644053015747,1.6193167946611784,0.9653299687183435,-572.2792166375496,11
0.10324327795586194,2.2770686668053877,0.06932893117882655,2.2227957704024632,0.9757657190822403,-119.7299132503084,12
0.05421960646873752,0.7458842846990867,0.02971676954946978,0.7172830249212361,0.9947694696014139,-94.47236271940093,13
0.18040039933757432,0.5078212688052348,0.10474440798734186,0.7172413498096579,0.9615506146081667,-77.2506786040056,14
0.09206026288766148,0.243511237514804,0.0626214492139302,0.3078731076800145,0.9906197216083436,-30.75050992409613,15
0.17998245914356248,0.036199788790850784,0.12180990922083418,0.04304749777636441,0.9646504109233203,-0.17753123422499062,16
0.09352276632911682,0.2709246612798742,0.06440343187487974,0.27953364813823744,0.9893629522970172,-59.60823877861438,17
0.0742343307265671,0.4178355865764497,0.04601958894819047,0.34044877435871557,0.9905108645585535,-47.1268377193914,18
0.0953771609186848,0.13491419688457018,0.06178604491951467,0.14124926451804354,0.9887776145725907,-137.51656634283725,19
0.1459455552358543,1.4233725665055958,0.09656115832982026,1.42881841156969,0.9738517675287978,-7331.419355601038,20
0.07591350574942626,0.10827831153565062,0.05455270059289841,0.06134512082681831,0.9925780983248237,0.0653452532284432,21
0.09044296538850616,0.22150716969399592,0.05066687595836994,0.22093575354600647,0.9854022602278713,-218.15645614365008,22
0.09585392794122374,0.1824971415532531,0.07270620651044579,0.18534211432869985,0.9883862182033651,-421.1488613173119,23
0.16916092208581485,1.217792233245504,0.12140214762371682,1.209386471688235,0.9718157104271327,-2045.7145790958382,24
