feature_name,feature_importance,rank
ic.eps.max,0.2015794324782481,1
pca.expl_var_PC1.cov_init,0.16889970244452057,2
ela_meta.lin_simple.coef.min,0.14318153336092856,3
ic.eps.ratio,0.08725307608489358,4
disp.diff_median_05,0.061485052090519535,5
pca.expl_var_PC1.cor_x,0.06043336567965324,6
ela_meta.lin_w_interact.adj_r2,0.05906621114657681,7
ela_meta.quad_simple.adj_r2,0.056475787828356924,8
disp.ratio_median_10,0.05640447888352502,9
disp.ratio_mean_10,0.05296628544596528,10
nbc.nn_nb.mean_ratio,0.044306586089062516,11
nbc.dist_ratio.coeff_var,0.044059447815749685,12
ela_level.mmce_qda_50,0.04351602325331379,13
disp.ratio_median_02,0.043010423339089526,14
ela_meta.lin_simple.intercept,0.041601661779160734,15
nbc.nb_fitness.cor,0.036434070974770374,16
disp.diff_mean_05,0.03257349305556822,17
ela_level.lda_mda_50,0.03201457505459334,18
ela_level.mmce_mda_25,0.03174729185254739,19
ela_meta.lin_simple.coef.max,0.028328618197170294,20
ic.eps.s,0.023582825771220485,21
nbc.nn_nb.sd_ratio,0.02246453911099469,22
disp.ratio_mean_25,0.02232185997501361,23
disp.diff_mean_25,0.02164414729751451,24
ela_distr.kurtosis,0.018724549575935355,25
ela_level.qda_mda_25,0.018280261670954624,26
ela_level.mmce_mda_10,0.01747507435943651,27
ela_distr.skewness,0.016684666834719673,28
pca.expl_var_PC1.cor_init,0.016029844474404177,29
ela_level.mmce_mda_50,0.01173598746892051,30
disp.ratio_median_25,0.011153054923559691,31
ic.h.max,0.009279584560264254,32
ela_level.lda_qda_25,0.009230068274631176,33
ela_meta.lin_simple.coef.max_by_min,0.009027589609183028,34
ela_level.lda_qda_10,0.008699712262685753,35
ela_meta.quad_simple.cond,0.007546254582322679,36
ela_level.mmce_qda_10,0.006071623105470779,37
ela_level.lda_mda_10,0.004961026593176114,38
disp.ratio_mean_05,0.004092093237823194,39
ic.m0,0.0025466112673703106,40
nbc.nn_nb.cor,0.0,41
disp.diff_median_25,0.0,42
disp.ratio_mean_02,0.0,43
disp.diff_median_10,0.0,44
pca.expl_var.cor_init,0.0,45
pca.expl_var.cov_init,0.0,46
disp.diff_median_02,0.0,47
disp.diff_mean_10,0.0,48
ela_level.mmce_lda_50,0.0,49
ela_meta.quad_w_interact.adj_r2,0.0,50
disp.ratio_median_05,0.0,51
ela_distr.number_of_peaks,0.0,52
ela_level.lda_mda_25,0.0,53
ela_level.lda_qda_50,0.0,54
ela_meta.lin_simple.adj_r2,0.0,55
ela_level.qda_mda_50,0.0,56
ela_level.mmce_lda_10,0.0,57
ela_level.qda_mda_10,0.0,58
ela_level.mmce_lda_25,0.0,59
ela_level.mmce_qda_25,0.0,60
disp.diff_mean_02,0.0,61
