feature_name,feature_importance,rank
ic.eps.max,0.08261115186207557,1
ic.eps.ratio,0.07660620843834486,2
disp.ratio_mean_02,0.06210092778855767,3
ela_meta.lin_simple.coef.max,0.040492179459739625,4
disp.diff_mean_05,0.03943223544952394,5
disp.diff_median_10,0.03393145934146368,6
disp.ratio_mean_10,0.027635419560061,7
ela_meta.quad_w_interact.adj_r2,0.02547342563083054,8
disp.diff_mean_25,0.019633738541164993,9
disp.ratio_median_02,0.019608901664324274,10
ela_level.lda_qda_50,0.016586561039584207,11
disp.diff_mean_10,0.01637126115271361,12
ela_level.mmce_qda_50,0.016361412585322282,13
disp.diff_median_25,0.01635000672968396,14
disp.ratio_mean_05,0.016128738259998623,15
ela_level.lda_mda_50,0.01564564988404161,16
ic.h.max,0.014782066756835289,17
ela_level.lda_mda_25,0.013888691020316299,18
nbc.nb_fitness.cor,0.012905645085139287,19
nbc.nn_nb.cor,0.011629527076001917,20
disp.diff_mean_02,0.011339612221339985,21
ela_meta.lin_simple.coef.min,0.011050668993133797,22
ela_level.qda_mda_50,0.010301314920580423,23
disp.diff_median_05,0.008933547243535494,24
ela_level.mmce_lda_50,0.008916829428898538,25
ela_level.mmce_mda_10,0.008466372893573855,26
ela_level.mmce_qda_10,0.008381824064682424,27
ela_level.mmce_mda_25,0.007888051740845715,28
ic.eps.s,0.007370390935525209,29
disp.diff_median_02,0.007295290565207337,30
ela_level.qda_mda_10,0.006362333932002849,31
ela_level.mmce_lda_10,0.005297702613335137,32
disp.ratio_median_05,0.00504418882298472,33
ela_meta.quad_simple.adj_r2,0.004244356918170293,34
ela_distr.number_of_peaks,0.004196863036580075,35
ela_level.lda_qda_25,0.0040722582946066685,36
disp.ratio_median_25,0.0038440311622354026,37
ela_level.lda_qda_10,0.0038144130172901108,38
ic.m0,0.003736087081143722,39
ela_level.mmce_mda_50,0.0035088050645037385,40
ela_distr.skewness,0.0029602835387191003,41
ela_level.mmce_qda_25,0.0016460263973054972,42
ela_meta.lin_simple.coef.max_by_min,0.001306254668114591,43
ela_level.mmce_lda_25,0.0012040238729060335,44
ela_meta.quad_simple.cond,0.0011643744737236438,45
ela_level.lda_mda_10,0.0009839135609319423,46
ela_level.qda_mda_25,0.0008970818682337668,47
pca.expl_var.cov_init,0.00034116540805437034,48
nbc.nn_nb.mean_ratio,0.0,49
pca.expl_var_PC1.cor_x,0.0,50
pca.expl_var_PC1.cor_init,0.0,51
pca.expl_var.cor_init,0.0,52
nbc.nn_nb.sd_ratio,0.0,53
ela_distr.kurtosis,0.0,54
disp.ratio_mean_25,0.0,55
disp.ratio_median_10,0.0,56
nbc.dist_ratio.coeff_var,0.0,57
ela_meta.lin_simple.intercept,0.0,58
ela_meta.lin_simple.adj_r2,0.0,59
ela_meta.lin_w_interact.adj_r2,0.0,60
pca.expl_var_PC1.cov_init,0.0,61
