feature_name,feature_importance,rank
ic.eps.max,0.7175701457367553,1
ic.eps.ratio,0.2413517142438502,2
ela_distr.skewness,0.09447474573434211,3
ela_meta.lin_simple.intercept,0.05391946911143598,4
ela_meta.lin_simple.coef.max,0.03738521466551834,5
pca.expl_var_PC1.cov_init,0.029223529426723172,6
ic.eps.s,0.026372083749817594,7
ela_meta.quad_w_interact.adj_r2,0.01798303390762004,8
disp.diff_mean_25,0.013385016645491766,9
ela_level.mmce_mda_10,0.009100616955758043,10
ela_level.mmce_lda_10,0.00806526714000778,11
nbc.nn_nb.sd_ratio,0.006552673518797661,12
disp.ratio_median_02,0.006441602132611958,13
disp.ratio_median_10,0.005117706626924386,14
ela_meta.lin_simple.adj_r2,0.004866442401958585,15
nbc.nn_nb.mean_ratio,0.0048139312730641655,16
ela_level.mmce_mda_50,0.00396017805947738,17
disp.ratio_median_05,0.003655709076067215,18
disp.ratio_mean_02,0.00326969203170875,19
disp.diff_median_02,0.0029448416108382013,20
ela_level.lda_qda_25,0.0028830177875536584,21
ela_level.qda_mda_50,0.001109533558679739,22
disp.ratio_median_25,0.0010500414397388684,23
ela_level.mmce_qda_25,0.0005378606964060858,24
pca.expl_var_PC1.cor_x,0.00028973710969150803,25
nbc.dist_ratio.coeff_var,0.00027831792987644726,26
ela_meta.lin_w_interact.adj_r2,0.00025063944615275405,27
ela_level.qda_mda_10,0.00024732711966445834,28
disp.ratio_mean_25,0.0002185180135898454,29
ela_meta.lin_simple.coef.min,0.00018659022747779521,30
disp.diff_median_25,0.0001587001568285418,31
nbc.nb_fitness.cor,7.243028072839025e-05,32
nbc.nn_nb.cor,0.0,33
disp.diff_mean_10,0.0,34
ela_meta.quad_simple.cond,0.0,35
ic.m0,0.0,36
pca.expl_var.cor_init,0.0,37
ic.h.max,0.0,38
disp.diff_median_05,0.0,39
pca.expl_var.cov_init,0.0,40
disp.diff_median_10,0.0,41
pca.expl_var_PC1.cor_init,0.0,42
ela_distr.number_of_peaks,0.0,43
ela_meta.lin_simple.coef.max_by_min,0.0,44
ela_meta.quad_simple.adj_r2,0.0,45
ela_level.mmce_lda_50,0.0,46
ela_level.lda_mda_10,0.0,47
ela_level.lda_mda_25,0.0,48
ela_level.lda_mda_50,0.0,49
ela_level.lda_qda_10,0.0,50
ela_level.lda_qda_50,0.0,51
ela_level.mmce_lda_25,0.0,52
ela_level.mmce_mda_25,0.0,53
disp.ratio_mean_05,0.0,54
disp.diff_mean_05,0.0,55
ela_level.mmce_qda_10,0.0,56
ela_level.mmce_qda_50,0.0,57
ela_level.qda_mda_25,0.0,58
disp.ratio_mean_10,0.0,59
ela_distr.kurtosis,0.0,60
disp.diff_mean_02,0.0,61
