mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test,fold_number
0.3902475947576532,3.5698456618234027,0.24083780829009127,3.5698456618234027,0.7762949158353218,,1
0.37940787199942666,6.264393061557657,0.19571592805361382,6.264393061557657,0.8154343130629633,,2
0.4510005926791561,0.7352892287078925,0.2933869177446511,0.7352892287078925,0.8257421931124684,,3
0.6052495522902234,0.25516639346936776,0.409643115685032,0.25516639346936776,0.7785636939264965,,4
0.46541006461734824,0.06491155036613483,0.3168632686807835,0.06491155036613483,0.8222155408766598,,5
0.5431221057259223,0.4433269794715762,0.3495465479583113,0.4433269794715762,0.7661333854332012,,6
0.5505170967621578,1.4915106532317548,0.3640029185553495,1.4915106532317548,0.7483902346908877,,7
0.46800080935288335,0.3314332646827487,0.2801648110820252,0.3314332646827487,0.8142446089408419,,8
0.563126627693216,0.42724370549432833,0.3848881318908499,0.42724370549432833,0.7662835219196363,,9
0.5543215356884427,0.3192771191057444,0.34779303698518893,0.3192771191057444,0.7649743592553124,,10
0.5955681364329605,1.4756419045707916,0.45194560774155734,1.4756419045707916,0.7598518725444697,,11
0.49681067516393485,0.9768275099123009,0.35968140170196383,0.9768275099123009,0.7914848153299366,,12
0.6443768517682869,1.576999110968261,0.43098232233662603,1.576999110968261,0.6755687634550869,,13
0.4415050497909313,3.3139363556748638,0.28441211535564426,3.3139363556748638,0.8230709972432422,,14
0.4563700056279053,1.1186548797547167,0.2492853150313219,1.1186548797547167,0.7978707467324699,,15
0.6023071416104016,0.6662196205221547,0.3588776034282404,0.6662196205221547,0.7126865043379198,,16
0.4973976865620103,2.0427965837317696,0.3039360052211979,2.0427965837317696,0.7671335158155215,,17
0.45545267566453473,1.192245788742221,0.2461197471148373,1.192245788742221,0.844680398802623,,18
0.4751923024685913,2.369454412896144,0.32143239533017764,2.369454412896144,0.811902907235482,,19
0.5526264662028879,2.160714501357404,0.36847514251879865,2.160714501357404,0.777051795985001,,20
0.5568700331854031,0.8335039801148989,0.3044135313955154,0.8335039801148989,0.7640162739204099,,21
0.4613599597984573,0.2742233218840229,0.3194544251731095,0.2742233218840229,0.8213177673345017,,22
0.44031060733183053,0.7104911402680822,0.2591060257798641,0.7104911402680822,0.8013748134561959,,23
0.39108154625633956,0.5061039285711919,0.236479110468667,0.5061039285711919,0.832253927668257,,24
0.41576324107348056,0.8695687714687179,0.21428961301527094,0.8695687714687179,0.8226728108611866,,25
0.44857689196955763,0.06633495151640423,0.24952135476386905,0.06633495151640423,0.8181680516287164,,26
0.5260057263905036,0.6906691542415233,0.43260434143798765,0.6906691542415233,0.798326168180611,,27
0.640712146946406,0.6625707777414149,0.4058100293814113,0.6625707777414149,0.682041863357199,,28
0.48501548139509193,0.7173824635807211,0.28743681170816593,0.7173824635807211,0.7978894620984944,,29
0.46281119948294863,0.9094197961726254,0.36480095700155457,0.9094197961726254,0.8361034701773848,,30
